Rank	Taxonpath	Taxon	D2.May15	D2.Jun15	D2.Jul15	D2.Aug15	D2.Oct15	D2.Nov15	D2.Jan16	D2.Feb16	D2.Mar16	D2.Apr16	D2.May16	D2.Jun16	D2.Jul16	D2.Aug16	D2.Oct16	D2.Nov16	D2.Dec16	D2.Jan17	D2.Feb17	D2.Mar17	D2.Apr17	D2.May17	D2.Jun17	D2.Jul17	D2.Aug17	D2.Sep17	D2.Nov17	D2.Dec17	D2.Jan18	D2.Feb18	D2.Mar18	D2.Apr18	D2.May18	D2.Jun18	D2.Aug18	D2.Nov18	D2.Dec18	D2.Jan19	D2.Feb19	D2.Apr19	D2.May19	D2.Jun19	D2.Jul19_STR	D2.Aug19	D2.Sep19	D2.Oct19	D2.Nov19	D2.Dec19	D2.Jan20	D2.Feb20	D2.Apr20	D2.May20	D2.Jun20	D2.Jul20	D2.Aug20	D2.Sep20	D2.Nov20	D2.Dec20	D2.Jan21	D2.Feb21	LUR20.Feb15	LUR20.Mar15	LUR20.Apr15	LUR20.May15	LUR20.Jun15	LUR20.Jul15	LUR20.Aug15	LUR20.Sep15	LUR20.Oct15	LUR20.Nov15	LUR20.Dec15	LUR20.Jan16	LUR20.Feb16	LUR20.Mar16	LUR20.Abr16	LUR20.May16	LUR20.Aug16	LUR20.Sep16	LUR20.Nov16	LUR20.Dec16	LUR20.Jan17	LUR20.Mar17	LUR20.Apr17	LUR20_May17	LUR20.Jun17	LUR20.Jul17	LUR20.Aug17	LUR20.Sep17	LUR20.Oct17	LUR20.Nov17	LUR20.Jan18	LUR20.Feb18	LUR20.Mar18	LUR20.Apr18	LUR20.May18	LUR20.Aug18	LUR20.Oct18	LUR20.Nov18	LUR20.Dec18	LUR20.Jan19	LUR20.Feb19	LUR20.Mar19	LUR20.Apr19	LUR20.Jul19_STR	LUR20.Aug19	LUR20.Sep19	LUR20.Oct19	LUR20.Nov19	LUR20.Dec19	LUR20.Jan20	LUR20.Feb20	LUR20.Mar20	LUR20.Apr20	LUR20.May20	LUR20.Jun20	LUR20.Jul20	LUR20.Aug20	LUR20.Sep20	LUR20.Oct20	LUR20.Nov20	LUR20.Dec20	LUR20.Jan21	LUR20.Feb21
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Micavibrionales;Unknown Micavibrionales family 1	Unknown Micavibrionales family 1	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Holosporales;Unknown Holosporales family 1	Unknown Holosporales family 1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae	Arcobacteraceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	13	5	2	0	0	0	0	0	7	1	2	3	43	1	2	0	6	0	4	0	10	45	0	14	2	0	0	0	7	19	3	0	6	0	0	0	0	0	3	0	0	4	7	6	3	33	3	2	0	0	6	0	1	19	468	4	4	0	2	1	0	17	96	128	3	45	6	0	0	5	74	11	73	7	24	11	57	24	0	40	64	26	39	1	26	30	1	2	0	12	61	42	9	23	20	12	5	0	1	1	12	5	6	44	11	209
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurospirillaceae	Sulfurospirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	3	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae	Sulfurimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	3	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae	Desulfovibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	105	1	0	0	0	0	0	0	0	6	2	0	0	0	0	0	7	6	2	0	6	0	0	0	0	26	35	2	4	0	0	0	0	0	0	2	7	1	0	13	0	1	0	0	0	0	1	2	0	2	0	13
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae	Bacteriovoracaceae	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	22	13	0	0	0	0	0	0	0	0	0	9	26	0	2	0	1	0	0	0	0	0	90	57	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	39	4	1	1	1	2	0	1	1	0	3	0	56	18	6	0	0	0	6
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae	Bdellovibrionaceae	2	0	6	39	23	1	7	4	1	18	1	0	1	5	27	52	8	87	4	23	0	11	28	10	30	11	24	27	51	30	59	20	10	5	14	20	24	5	49	5	8	0	2	77	62	21	82	3	8	14	25	6	0	2	9	166	10	28	12	2	0	0	6	20	1	48	73	265	3	7	53	52	2	2	21	0	4	5	44	34	54	46	1	8	39	7	129	25	15	31	44	0	4	6	26	38	42	71	54	18	5	7	18	12	84	110	41	50	4	3	8	1	120	10	3	0	27	391	52	15	13	8	3
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Unknown Bdellovibrionales family 1	Unknown Bdellovibrionales family 1	0	0	0	9	4	0	0	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0	0	176	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	23	28	1	0	0	0	0	0	0	0	0	5	28	42	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	141	2	6	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	11	3	1	0	0	0	0	0	0	0	0	0	4	11	6	0	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Unknown Bdellovibrionales family 2	Unknown Bdellovibrionales family 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	87	1	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Unknown Bdellovibrionales family 3	Unknown Bdellovibrionales family 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	0	1	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Unknown Bdellovibrionales family 4	Unknown Bdellovibrionales family 4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae	Oligoflexaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	7	5	0	1	0	0	0	2	15	1	2	7	27	5	1	0	0	0	0	0	106	40	3	0	1	3	0	0	0	0	2	0	1	35	3	2	1	0	0	0	0	120	3	6	1	0	0	0	0	0	0	0	0	8	30	3	0	0	0	0	0	0	14	54	14	0	0	0	0	4	6	2	0	14	5	0	4	0	0	0	14	12	31	83	0	0	0	1	1	0	0	3	2	1	8	0	0	1	0	0	0	0	6	0	68	6	3
family	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Bdellovibrionota;Oligoflexia;Oligoflexales;Unknown Oligoflexales family 1	Unknown Oligoflexales family 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	2	25	0	0	0	0	0	0	2	10	1	2	0	0	0	0	0	0	24	79	2	0	0	0	0	0	0	0	0	0	6	4	0	1	0	0	0	0	0	0	2	0	0	4	4	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	18	1	1	0	0	0	0	2	45	4	5	0	0	0	0	0	0	58	4	0	0	0	0	1	0	0	0	0	1	9	1	14	0
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	Bacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	1	0	0	0	0	3	0	14	0	0	0	0	0	0	40	0	0	0	0	2	4	3	0	0	0	8	0	0	1	0	0	0	0	0	50	2	1	3	0	0	0	1	0	2	1	0	0	1	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Bacilli;Bacillales;Marinococcaceae	Marinococcaceae	0	2	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	1	0	0	0	0	0	0	0	5	1	2	0	2	0	1	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	3	0	16	3	1	3	2	0
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	Streptococcaceae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	38	1	0	0	0	0	0	0	1	86	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	3	679	7	0	1	0	0	0	9	7	85	0	3	0	0	0	0	76	3	17	3	4	1	6	14	0	4	36	24	1	2	1	23	1	0	0	3	46	7	5	89	10	5	4	0	0	0	12	0	0	20	0	132
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	Lactobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	3	61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	Enterococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	1	0	0	0	0	0	0	1	0	0	2	0	48
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae	Paenibacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	1	0	1	0	63
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	Clostridiaceae	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	1	6	0	0	0	0	0	0	0	0	0	2	4	266	0	1	1	0	0	0	1	3	42	0	1	0	0	0	0	14	0	8	0	2	0	4	2	0	3	63	2	2	0	0	2	1	0	0	1	26	5	2	72	0	1	0	0	1	0	1	0	0	4	0	197
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	Ruminococcaceae	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	1	4	95	0	0	0	8	0	0	0	38	57	1	2	0	0	0	0	2	11	1	0	0	0	0	2	0	0	0	0	1	4	3	2	3	12	0	2	0	2	0	0	1	26	503	8	13	5	0	0	0	19	71	279	10	80	3	0	0	0	117	5	233	18	80	9	44	19	0	58	461	52	15	0	18	56	0	0	0	26	208	59	8	127	17	6	4	1	2	1	15	6	2	43	5	184
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae	Oscillospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI	Family XI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae	Lachnospiraceae	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	40	2	1	0	2	0	0	0	9	19	1	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	1	2	4	1	4	3	0	0	0	1	0	0	2	2	127	6	9	1	0	0	0	8	30	175	1	56	1	0	0	0	51	1	76	2	21	3	9	4	0	22	41	35	9	2	13	27	2	0	0	20	111	31	0	36	10	5	0	0	1	1	12	4	0	17	6	52
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae	Selenomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	1	0	0	0	3	9	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39	2	0	1	0	0	0	6	7	24	5	7	0	1	0	1	20	0	9	0	2	3	1	6	0	0	71	4	0	0	4	3	0	0	0	2	3	2	0	4	2	0	0	1	0	0	0	0	0	1	0	12
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae	Sporomusaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	1	2	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	2	0	0	1	1	0	0	1	0	225	1	1	0	0	0	0	7	15	19	1	11	0	0	0	0	51	2	14	0	2	7	0	2	0	32	22	1	5	0	0	0	1	0	0	2	8	4	0	1	4	1	0	1	2	1	2	0	0	6	0	27
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae	Cyanobiaceae	1758	51	303	6089	12733	4628	394	92	161	41	412	128	123	3803	2086	16156	2209	654	3777	95	1551	2306	1178	10972	21334	32721	6449	2900	5142	2661	443	1006	4179	3686	12220	24295	2249	2129	1759	5802	1277	5013	993	5148	6636	2728	801	550	5142	2117	2722	580	823	894	8271	8113	6173	3728	1923	3613	692	39	2345	522	77	3820	4871	2710	2498	2638	3153	1091	79	28	32	62	3289	660	9586	4515	1420	41	218	1186	2427	14991	40541	13819	14050	1711	1287	1679	1575	75	2740	7568	10670	3928	1398	6761	2441	138	1464	466	6784	2532	2050	269	660	1197	1566	254	1287	391	494	751	3788	2990	2663	4587	2518	1590	360
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae	Obscuribacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1168	24	1083	3	1	0	0	0	51	2	2	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	42	19	1	0	0	0	2	375	0	23	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	Bifidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	2	16	0	4	0	0	0	0	4	0	2	0	0	0	2	1	0	0	4	11	0	0	1	3	1	0	0	6	18	15	0	8	1	1	1	0	0	0	7	0	0	4	0	21
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae	Mycobacteriaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	6	1	0	0	1	249	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	22	4	1	0	0	0	3	0	0	0	1
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae	Microbacteriaceae	0	1	0	0	0	0	0	0	2	0	0	2	12	14	25	20	5	99	2	30	0	0	1	1	0	5	0	11	0	1	0	2	0	3	0	0	0	0	1	4	1	2	0	0	2	2	8	1	1	0	1	0	6	2	2	6	4	3	1	0	0	0	4	0	3	37	5	0	1	3	0	1	4	0	1	2	10	40	8	64	6	1	11	2	38	16	11	4	15	2	0	1	0	0	0	3	55	0	2	0	1	2	1	21	22	6	8	17	13	0	2	2	0	0	7	16	18	2	2	2	0	1	5
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae	Sporichthyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	0	0	0	0	0	0	9	0	0	0	2	169	1	0	0	1	0	0	0	0	255	7	0	0	0	0	0	0	0	6	0	0	1	0	2	0	0	2	0	0	49	2	1	0	17	0	0	0	0	0	0	0	5	0	9	0	1	0	0	0	21	0	2	0	136	0	3	0	0	0	5	4	0	6	1	12	16	0	0	0	2	0	2	14	0	4	0	0	0	6	155	0	0	1	3	0	0	23	0	0	0	1	0	2	0
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae	Ilumatobacteraceae	2	0	0	0	35	0	0	0	2	0	2	0	0	4	10	13	9	5	0	21	7	1	0	0	17	47	3	0	19	7	2	5	21	0	0	33	7	0	2	6	0	0	0	0	2	4	2	0	0	0	1	0	1	0	0	0	1	0	0	0	3	1	3	0	0	0	0	17	5	1	8	3	1	0	0	0	11	22	5	5	2	2	10	12	0	0	25	38	8	13	4	1	1	0	32	0	9	24	2	9	5	5	62	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae	Microtrichaceae	0	0	1	0	132	1	43	15	25	2	1	0	1	1	31	41	15	23	9	21	0	0	0	0	17	75	94	301	177	72	23	27	0	0	1	72	294	36	39	3	0	1	0	1	14	151	159	132	185	56	2	10	1	1	0	5	93	171	88	147	17	3	1	0	0	0	0	22	29	9	57	53	16	7	3	0	2	22	18	92	78	11	0	0	0	0	28	60	16	12	85	56	91	5	2	2	28	82	186	112	68	1	0	0	6	27	160	104	115	107	102	21	0	14	2	0	1	1	117	127	88	109	28
family	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae	Actinomarinaceae	17	26	55	1216	3010	131	209	185	690	240	357	61	46	140	1862	2490	1537	1714	1847	1611	2671	349	427	473	1299	2458	2169	1494	1699	3372	2093	3665	282	202	361	2995	3262	459	1087	1295	772	953	493	384	700	2526	2327	2054	3388	1648	748	39	514	175	491	277	1328	2708	1436	1307	477	73	163	19	14	3986	1030	127	831	272	2440	703	262	122	129	116	156	360	1370	2878	1980	981	1598	105	1119	847	1438	1762	1749	1875	1063	1360	987	2549	66	273	2408	2264	2741	3512	1146	529	134	355	908	1172	3740	2124	1920	1349	1122	1658	317	74	439	293	443	40	1525	1842	1550	1895	693
family	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae	Weeksellaceae	0	4	0	23	0	0	2	1	0	0	0	0	1	0	3	3	2	4	1	0	0	0	0	0	0	14	0	1	1	55	0	0	0	8	0	0	0	0	91	28	28	0	0	0	0	2	8	2	0	1	0	0	4	0	0	1	0	1	6	18	0	1	3	1	0	0	1	5	0	3	13	2976	3	5	3	1	0	0	29	7	338	17	15	0	0	0	0	460	9	54	9	14	5	34	9	0	44	162	57	0	0	14	20	3	5	1	25	492	10	37	703	37	24	3	8	5	0	28	12	13	115	11	869
family	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae	Flavobacteriaceae	2197	2039	1087	7245	3919	656	350	643	1226	2000	1952	1911	892	1104	10448	6182	5707	10942	12282	10741	9537	21868	4259	9350	9407	6638	6894	8560	5167	16222	7735	15595	25787	15132	13655	6903	6134	1783	12680	21391	13124	8154	3888	4629	8761	7008	4881	4672	7710	9371	11423	4560	8032	3222	5480	7192	3347	11897	4914	5425	665	808	13873	2662	1917	13857	3376	3379	1304	924	7653	2680	1234	2581	2053	1518	1672	2250	5933	6328	6591	11265	18538	28276	11307	10369	5596	7939	12058	9308	3347	6701	6332	12361	22251	4914	7680	3567	9682	5122	5611	13551	26784	6451	6780	12283	4999	7976	4503	3747	7462	9614	17589	8463	11081	11552	8295	2755	6832	9072	7405	4926	4202
