OTU	D2.May15	D2.Jun15	D2.Jul15	D2.Aug15	D2.Oct15	D2.Nov15	D2.Jan16	D2.Feb16	D2.Mar16	D2.Apr16	D2.May16	D2.Jun16	D2.Jul16	D2.Aug16	D2.Oct16	D2.Nov16	D2.Dec16	D2.Jan17	D2.Feb17	D2.Mar17	D2.Apr17	D2.May17	D2.Jun17	D2.Jul17	D2.Aug17	D2.Sep17	D2.Nov17	D2.Dec17	D2.Jan18	D2.Feb18	D2.Mar18	D2.Apr18	D2.May18	D2.Jun18	D2.Aug18	D2.Nov18	D2.Dec18	D2.Jan19	D2.Feb19	D2.Apr19	D2.May19	D2.Jun19	D2.Jul19_STR	D2.Aug19	D2.Sep19	D2.Oct19	D2.Nov19	D2.Dec19	D2.Jan20	D2.Feb20	D2.Apr20	D2.May20	D2.Jun20	D2.Jul20	D2.Aug20	D2.Sep20	D2.Nov20	D2.Dec20	D2.Jan21	D2.Feb21	LUR20.Feb15	LUR20.Mar15	LUR20.Apr15	LUR20.May15	LUR20.Jun15	LUR20.Jul15	LUR20.Aug15	LUR20.Sep15	LUR20.Oct15	LUR20.Nov15	LUR20.Dec15	LUR20.Jan16	LUR20.Feb16	LUR20.Mar16	LUR20.Abr16	LUR20.May16	LUR20.Aug16	LUR20.Sep16	LUR20.Nov16	LUR20.Dec16	LUR20.Jan17	LUR20.Mar17	LUR20.Apr17	LUR20_May17	LUR20.Jun17	LUR20.Jul17	LUR20.Aug17	LUR20.Sep17	LUR20.Oct17	LUR20.Nov17	LUR20.Jan18	LUR20.Feb18	LUR20.Mar18	LUR20.Apr18	LUR20.May18	LUR20.Aug18	LUR20.Oct18	LUR20.Nov18	LUR20.Dec18	LUR20.Jan19	LUR20.Feb19	LUR20.Mar19	LUR20.Apr19	LUR20.Jul19_STR	LUR20.Aug19	LUR20.Sep19	LUR20.Oct19	LUR20.Nov19	LUR20.Dec19	LUR20.Jan20	LUR20.Feb20	LUR20.Mar20	LUR20.Apr20	LUR20.May20	LUR20.Jun20	LUR20.Jul20	LUR20.Aug20	LUR20.Sep20	LUR20.Oct20	LUR20.Nov20	LUR20.Dec20	LUR20.Jan21	LUR20.Feb21	classification
SWARM_2213	1	1	0	0	0	0	0	0	0	0	1	15	6	10	22	97	44	111	96	256	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4	4	97	22	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Jiella
SWARM_235	0	3	53	855	255	52	12	9	1	2	2	1	11	0	913	79	265	1	1	0	0	2	5	5	3	8	0	0	4	4	0	0	3	0	11	3	3	3	1	0	4	74	12	3	11	23	0	0	5	1	2	1	17	27	20	3	67	12	0	2	1	0	0	1	0	440	30	17	0	3	48	6	1	5	1	0	8	0	1	20	2	0	0	1	184	1	1	0	5	1932	0	0	0	0	6	10	1461	6	0	9	0	0	0	7	25	9	8	0	0	1	0	3	2	2	223	12	192	128	130	53	31	3	4	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae1;Alcanivorax
SWARM_2686	0	0	0	0	18	0	1	0	0	0	0	0	0	0	10	35	18	13	2	2	0	2	1	0	0	0	63	124	58	6	2	2	0	0	0	43	97	12	8	0	5	1	0	1	4	87	211	134	98	21	0	3	0	0	0	17	1	61	34	16	4	0	0	0	0	0	0	4	2	0	63	14	0	0	0	0	0	1	11	88	23	2	0	3	1	9	1	0	0	90	60	4	31	1	1	1	9	18	82	38	7	0	0	4	3	5	57	187	100	114	59	2	0	5	1	0	0	2	143	13	31	55	10	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobiota;Verrucomicrobiae;Arctic97B-4 marine group
SWARM_11058	0	0	0	0	0	0	0	0	0	0	7	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Saccharospirillaceae
SWARM_10349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	0	0	7	2	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gramella
SWARM_4833	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	2	0	0	0	8	0	0	0	0	0	0	51	0	0	1	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
SWARM_7075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	59	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	12	0	155	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga
SWARM_7074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
SWARM_1357	0	1	1	0	0	0	14	1	0	0	0	0	0	0	0	5	1	18	16	7	0	1	0	0	0	0	4	23	356	19	13	1	0	0	2	2	27	42	36	0	0	0	0	0	0	0	4	22	48	12	0	0	0	0	0	0	0	7	53	24	7	1	0	0	0	0	0	0	0	1	62	140	0	3	0	0	0	0	2	149	51	0	0	0	1	0	0	0	0	0	139	32	59	2	1	0	2	18	13	174	43	0	0	0	0	0	0	1	17	35	20	2	0	0	0	0	0	0	0	10	4	102	3	Main genome;Bacteria;Bacteria (superkingdom);Nitrospirae superphylum;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB
SWARM_5256	0	0	0	1	25	0	0	0	0	0	0	0	0	0	17	2	2	0	2	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	15	7	4	4	0	0	0	0	0	1	39	49	7	0	0	0	0	0	0	0	5	0	60	0	7	0	0	0	0	0	0	0	77	0	0	18	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	15	3	0	0	0	0	0	0	1	12	5	5	2	0	0	0	0	0	0	0	5	18	12	24	0	1	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group
SWARM_2961	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	46	5	3	146	0	0	0	0	3	0	7	101	25	3	7	0	0	0	0	42	17	2	3	0	0	1	0	0	0	2	0	2	8	21	0	0	0	0	0	0	0	4	0	35	0	0	2	0	0	0	0	0	0	4	24	0	0	0	0	0	0	16	15	6	10	42	0	0	1	0	4	0	0	1	11	0	19	2	0	0	0	2	2	2	21	19	0	0	2	1	4	1	0	4	22	0	0	0	0	0	1	2	17	0	7	1	18	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NS10 marine group
SWARM_1766	0	0	0	0	0	0	1	4	5	2	3	0	0	1	2	3	28	8	0	12	36	1	0	0	0	0	0	3	4	1	9	4	8	0	0	1	12	4	28	1	5	0	0	0	0	3	1	2	0	5	6	2	0	0	0	0	0	6	0	32	0	0	5	3	0	0	0	1	0	1	6	19	1	10	0	0	0	1	8	8	15	33	116	52	0	0	0	0	0	1	0	2	3	31	18	0	2	15	39	10	5	268	9	0	0	0	3	0	1	0	1	15	0	1	0	0	0	2	7	1	6	5	40	Main genome;Archaea;Archaea (superkingdom);Euryarchaea sensu lato superphylum;Thermoplasmatota;Thermoplasmata;Marine Group II
SWARM_875	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	371	35	24	1	7	0	0	0	0	16	6	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	7	0	1	0	0	0	0	0	2	0	1	4	1	0	0	0	0	0	1	7	2	22	0	0	0	0	0	0	3	22	19	37	71	0	0	0	0	0	9	53	3	0	0	0	0	0	0	0	0	11	1	16	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
SWARM_1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	20	0	0	0	4	0	0	0	4	16	0	3	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	50	1	1	1	0	0	0	3	4	46	1	17	0	0	0	0	27	0	48	2	7	0	10	1	0	12	4	12	7	1	4	2	1	0	0	4	17	7	1	7	0	1	0	1	1	0	4	3	0	3	2	3	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
SWARM_9544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Rubritalea
SWARM_3472	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	2	10	7	2	0	0	0	0	0	0	3	5	79	3	1	3	0	0	0	0	18	4	22	0	0	0	0	0	0	0	10	30	8	1	0	0	0	0	0	0	3	7	27	3	1	0	0	0	0	0	0	7	0	0	14	29	1	1	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	51	15	0	3	0	0	0	4	34	10	56	3	1	0	0	0	1	16	25	6	4	1	0	2	0	0	0	2	0	2	4	23	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira
SWARM_870	1	0	0	0	1	5	53	13	6	2	1	0	0	0	1	14	22	36	14	19	1	0	0	0	0	0	17	116	226	13	52	10	0	0	1	21	49	67	60	1	0	0	0	0	0	4	76	46	59	40	1	2	0	0	0	0	5	78	74	119	15	0	2	0	0	0	0	1	3	8	59	254	14	6	1	0	0	0	13	79	113	8	0	0	0	0	0	0	1	5	105	50	86	5	1	0	9	33	46	53	47	6	0	0	0	0	3	30	18	26	38	5	0	6	0	0	1	0	5	39	48	104	30	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella
SWARM_872	0	0	0	1	0	4	17	12	1	0	0	0	0	0	0	25	12	35	3	20	0	0	0	0	0	0	198	340	261	36	45	0	0	0	1	20	236	78	58	0	0	0	0	0	1	2	73	94	83	103	4	4	1	0	0	0	6	174	85	137	3	1	0	0	0	0	0	0	0	3	39	83	5	3	1	0	0	0	16	101	85	3	0	0	0	0	0	0	3	7	92	21	79	2	2	0	0	25	137	103	29	7	0	0	0	0	5	23	46	96	92	6	0	1	0	0	0	0	10	20	146	76	55	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;SAR324 clade(Marine group B)
SWARM_1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	8	0	0	0	1	0	0	0	3	1	0	3	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
SWARM_1300	2	14	5	0	1	0	0	0	0	3	7	3	0	1	12	2	0	2	0	3	0	1	1	9	92	7	4	1	0	2	9	2	47	52	21	1	8	1	5	25	8	22	64	19	27	22	5	5	8	3	4	1	126	114	2	3	0	2	0	2	0	0	3	2	14	0	1	0	0	0	1	0	0	1	2	1	2	1	1	2	1	6	25	44	0	21	30	26	24	10	0	0	0	7	5	0	13	9	12	1	1	12	1	64	26	58	22	2	3	2	4	5	2	0	94	149	8	3	15	1	1	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade
SWARM_14913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;Spongiibacter;Spongiibacter marinus
SWARM_2862	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	7	2	0	8	1	1	0	0	0	0	0	0	0	1	0	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	14	0	0	0	10	19	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera
SWARM_1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	19	0	1	0	3	0	0	0	2	7	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	108	2	1	1	0	0	1	3	59	69	1	17	0	1	0	1	11	6	30	1	18	4	7	1	0	29	13	2	7	0	6	5	0	0	0	2	12	7	1	25	1	5	0	1	4	0	0	0	3	14	0	14	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae
SWARM_4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	1	26	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Thaumasiovibrio
SWARM_1306	0	0	0	0	4	0	4	1	0	0	0	0	0	0	9	20	39	9	0	0	0	0	0	0	1	2	13	30	18	3	1	0	0	0	0	78	75	25	32	0	0	0	0	0	4	26	134	123	34	6	0	3	0	0	0	3	6	112	35	52	0	1	0	0	0	0	0	6	2	0	61	33	0	0	0	0	0	0	10	25	35	1	0	1	0	0	0	0	8	8	15	3	4	1	0	0	0	12	64	36	0	1	0	0	0	2	25	84	106	21	8	2	1	3	0	0	0	0	61	41	99	70	19	Main genome;Archaea;Archaea (superkingdom);Euryarchaea sensu lato superphylum;Thermoplasmatota;Thermoplasmata;Marine Group III
SWARM_8940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae
SWARM_2330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	6	0	0	0	0	3	5	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	2	6	6	10	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola
SWARM_2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae
SWARM_12311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Coxiellales;Unknown Coxiellales family 2
SWARM_32954	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Enterobacterales
SWARM_12313	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	2	1	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	25	0	0	0	0	0	0	0	0	0	21	4	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Desulfobacterota;Desulfuromonadia;PB19
SWARM_5427	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	50	1	0	0	0	0	0	0	0	0	10	10	60	2	0	0	0	0	0	5	8	3	2	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0	1	0	0	0	0	0	0	5	23	0	0	0	0	1	0	0	0	4	9	24	5	3	0	0	0	0	9	4	8	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	2	1	Main genome;Bacteria;Bacteria (superkingdom);PVC group (Planctobacteria);Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae
SWARM_2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Desulfobacterota;Desulfuromonadia;PB19
SWARM_5422	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	5	0	4	0	0	0	0	0	1	1	0	2	0	3	1	0	5	3	1	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae
SWARM_3919	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	40	5	0	0	0	0	0	0	3	0	4	12	33	20	0	0	0	0	0	1	27	4	1	0	0	0	0	0	8	29	9	5	4	3	0	0	0	0	0	2	58	15	16	0	0	1	0	0	0	0	0	3	0	4	2	22	3	1	0	0	0	0	2	25	2	5	0	0	0	0	0	1	0	33	15	3	2	0	0	0	0	3	3	1	1	0	0	0	0	8	6	10	11	6	2	0	0	0	0	0	0	2	0	23	30	12	2	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;SAR92 clade
SWARM_844	56	0	0	24	109	0	6	2	4	2	13	53	10	2	1	9	6	17	0	5	12	0	1	41	1	1	41	2	30	745	1	42	114	81	1	8	30	75	7	13	6	0	0	0	17	35	4	4	7	11	186	57	68	0	0	0	5	0	0	1	1	0	0	0	0	10	0	1	0	0	27	114	0	1	2	4	0	3	20	98	83	5	7	8	63	61	2	61	379	37	40	26	24	4	190	43	20	1	15	7	1	4	2	17	24	40	7	5	1	1	4	0	89	0	146	0	1	4	1	8	0	3	0	Main genome;Bacteria;Bacteria (superkingdom);Proteobacteria superphylum;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
SWARM_221	0	1	45	16	8	1	1	0	1	1	6	0	2	4	9	12	1	1	2	0	2	1	8	105	17	9	2	25	15	1	0	0	0	0	33	32	6	4	0	0	2	1	12	7	11	7	24	15	4	0	0	0	43	9	4	18	1	12	3	3	1	0	0	0	0	47	48	2	2	1	25	2	1	0	2	5	4	10	4	6	4	0	0	0	10	77	9	13	19	13	9	0	0	0	0	23	20	11	6	5	0	0	0	113	19	13	6	28	11	5	1	0	0	1	54	37	10	4	15	1	6	5	1	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae
SWARM_894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);Terrabacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Aquiluna
SWARM_7002	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	Main genome;Bacteria;Bacteria (superkingdom);FCB group;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter
