OTU	D2-May15	D2-Jun15	D2-Jul15	D2-Aug15	D2-Oct15	D2-Nov15	D2-Dec15	D2-Jan16	D2-Feb16	D2-Mar16	D2-Apr16	D2-May16	D2-Jun16	D2-Jul16	D2-Aug16	D2-Sep16	D2-Oct16	D2-Nov16	D2-Dec16	D2-Jan17	D2-Feb17	D2-Mar17	D2-Apr17	D2-May17	D2-Jun17	D2-Jul17	D2-Aug17	D2-Sep17	D2-Oct17	D2-Nov17	D2-Dec17	D2-Jan18	D2-Feb18	D2-Mar18	D2-Apr18	D2-May18	D2-Jun18	D2-Aug18	D2-Sep18	D2-Oct18	D2-Nov18	D2-Dec18	D2-Jan19	D2-Feb19	D2-Apr19	D2-May19	D2-Jun19	D2-Jul19_STR	D2-Aug19	D2-Sep19	D2-Oct19	D2-Nov19	D2-Dec19	D2-Jan20	D2-Feb20	D2-Apr20	D2-May20	D2-Jun20	D2-Jul20	D2-Aug20	D2-Sep20	D2-Oct20	D2-Nov20	D2-Dec20	D2-Jan21	D2-Feb21	LUR20-Feb15	LUR20-Mar15	LUR20-Apr15	LUR20-May15	LUR20-Jun15	LUR20-Jul15	LUR20-Aug15	LUR20-Sep15	LUR20-Oct15	LUR20-Nov15	LUR20-Jan16	LUR20-Feb16	LUR20-Mar16	LUR20-Abr16	LUR20-May16	LUR20-Jun16	LUR20-Jul16	LUR20-Aug16	LUR20-Sep16	LUR20-Nov16	LUR20-Dec16	LUR20-Jan17	LUR20-Feb17	LUR20-Mar17	LUR20-Apr17	LUR20_May17	LUR20-Jun17	LUR20-Jul17	LUR20-Aug17	LUR20-Sep17	LUR20-Oct17	LUR20-Nov17	LUR20-Jan18	LUR20-Feb18	LUR20-Mar18	LUR20-Apr18	LUR20-May18	LUR20-Jun18	LUR20-Jul18	LUR20-Aug18	LUR20-Sep18	LUR20-Oct18	LUR20-Nov18	LUR20-Feb19	LUR20-Mar19	LUR20-Apr19	LUR20-Jul19_STR	LUR20-Aug19	LUR20-Sep19	LUR20-Oct19	LUR20-Nov19	LUR20-Dec19	LUR20-Jan20	LUR20-Feb20	LUR20-Mar20	LUR20-Apr20	LUR20-May20	LUR20-Jun20	LUR20-Jul20	LUR20-Aug20	LUR20-Sep20	LUR20-Oct20	LUR20-Nov20	LUR20-Dec20	LUR20-Jan21	LUR20-Feb21	classification
SWARM_832	0	5	0	0	0	0	10	77	112	88	30	2	98	0	0	0	0	0	0	3	11	0	175	19	0	0	0	0	0	0	0	0	0	0	1	29	0	1	0	0	1	0	9	17	4	0	1	0	0	7	2	0	0	0	0	40	14	20	0	0	0	0	16	3	7	4	0	0	0	25	0	0	0	0	0	50	114	246	127	73	44	68	0	13	0	0	0	21	4	5	101	25	28	0	0	1	0	0	0	0	0	4	3	0	0	0	0	0	0	23	49	6	0	0	0	2	0	0	0	0	18	31	4	1	0	0	0	1	13	3	0	3	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3 X;Dino-Group-II-Clade-3 X sp.
SWARM_1210	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	30	1	2	0	0	0	0	0	0	26	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	1	10	0	2	0	0	4	0	0	0	0	264	13	0	0	0	54	0	0	7	0	0	3	68	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	12	0	1	0	0	12	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;Thalassiosira;Thalassiosira oceanica genus incertae sedis;Thalassiosira oceanica
SWARM_3328	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	0	0	55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	83	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;Marimonadida X;Marimonadida XX;Marimonadida XX sp.
SWARM_2497	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	3	14	9	0	0	0	0	0	0	0	4	19	72	28	0	0	0	0	0	0	7	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	10	11	1	1	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	5	6	3	0	0	0	0	0	0	0	0	0	48	1	0	1	0	0	4	2	0	2	2	0	0	0	0	0	0	0	4	0	1	1	2	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1 X
SWARM_3958	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Prymnesiophyceae;Coccolithales;Coccolithaceae;Coccolithus
SWARM_471	1	5	75	1	222	18	4	0	0	0	0	0	3	156	144	49	47	23	0	0	0	0	0	0	235	144	35	71	0	5	0	0	0	0	0	0	0	187	2	210	8	0	0	1	0	0	9	17	191	224	9	12	0	0	0	0	0	19	17	89	85	0	0	0	0	0	0	0	0	1	1	1	24	8	105	5	0	0	0	0	0	25	172	333	56	14	0	0	2	0	0	0	10	128	6	45	166	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	180	27	19	22	0	0	0	1	0	0	3	20	146	3	15	0	1	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae X;Chrysophyceae Clade-H;Chrysophyceae Clade-H X;Chrysophyceae Clade-H X sp.
SWARM_2071	0	0	0	0	0	4	7	1	0	0	20	2	0	6	0	0	0	14	3	0	2	0	33	1	7	2	0	2	0	3	0	0	0	0	0	31	0	0	0	0	0	0	1	0	61	1	49	1	0	0	0	0	0	1	0	8	0	2	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	2	13	0	1	0	7	0	0	0	0	0	17	0	0	0	0	3	93	59	29	1	2	15	1	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	1	0	1	0	0	0	0	30	0	0	0	0	0	0	0	0	4	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadales clade A;Pelagomonadales clade A1;Pelagomonadales clade A1 sp.
SWARM_3952	0	0	0	0	4	0	1	0	0	21	0	0	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	34	0	0	0	0	0	0	0	0	0	0	34	7	0	0	0	0	0	0	0	7	1	9	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	0	22	1	0	0	0	0	0	3	0	2	0	24	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11
SWARM_2370	0	0	0	0	0	0	0	0	2	6	7	13	0	0	0	0	8	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	15	82	0	4	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0	2	18	5	6	37	24	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	5	0	6	0	3	0	0	0	0	4	0	0	0	0	0	3	37	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6
SWARM_3950	0	0	0	0	0	4	2	8	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	15	3	1	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	22	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-27;Dino-Group-II-Clade-27 X
SWARM_942	177	7	0	15	1	0	1	0	2	0	4	15	29	14	0	0	0	8	0	0	2	0	0	46	47	0	1	2	0	0	0	0	3	0	0	7	8	6	0	0	0	0	0	0	19	111	20	113	0	0	0	0	0	0	0	107	1	2	0	0	0	24	10	2	0	0	1	5	121	0	37	0	3	0	0	0	0	2	0	7	6	0	0	3	0	2	0	0	1	0	0	2	47	39	0	0	8	0	0	7	0	0	11	0	9	0	0	0	0	0	2	43	14	18	4	0	0	0	0	0	0	6	4	1	9	2	3	11	3	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Suessiaceae X;Suessiaceae X sp.
SWARM_3602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	2	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Pseudofungi;Pirsonia Clade;Pirsonia Clade X;Pirsonia Clade XX;Pirsonia
SWARM_282	1	0	155	0	1	0	0	0	0	0	1	0	0	1	395	350	557	0	0	0	1	0	0	0	0	2	38	106	7	0	0	0	0	0	0	0	0	24	0	40	0	0	0	0	0	0	0	2	139	137	0	0	0	0	0	0	0	0	5	45	191	0	0	1	0	0	0	0	0	0	9	9	30	0	246	1	0	0	1	0	0	0	253	2416	1351	15	1	0	6	0	0	0	4	216	19	564	17	0	0	0	0	0	0	0	20	42	0	0	0	0	0	0	0	1431	124	1	0	0	0	0	0	0	0	0	22	115	21	1	2	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II
SWARM_1679	0	6	0	0	0	16	5	0	2	0	0	11	6	0	0	0	0	111	5	0	0	7	3	0	0	0	0	0	0	67	6	2	0	0	0	9	0	119	0	7	20	32	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	1	8	0	0	0	0	14	43	0	0	0	0	5	1	0	0	0	44	0	0	1	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	9	0	1	8	0	0	0	0	0	0	6	0	0	0	0	2	0	0	2	0	0	0	0	8	4	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-3;MAST-3L;MAST-3L X;MAST-3L XX;MAST-3L XX sp.
SWARM_2293	0	0	0	0	0	1	1	0	11	0	5	1	0	0	0	0	0	8	2	42	3	0	0	0	0	0	0	4	0	0	0	45	0	8	0	0	30	0	0	0	0	2	0	7	0	0	0	0	0	0	8	2	2	6	0	0	1	0	0	0	0	0	0	0	9	0	9	44	0	0	0	0	0	0	2	6	13	7	4	10	0	0	0	0	0	5	4	41	17	4	0	0	0	0	0	3	0	0	54	4	0	0	0	1	0	0	0	0	2	43	0	0	0	0	0	4	2	2	0	0	0	0	1	0	0	20	1	0	0	1	2	0	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventricleftida X;Ventricleftida XX
SWARM_14497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Sagenista;Labyrinthulomycetes;Labyrinthulales;Labyrinthulaceae
SWARM_1674	2	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	2	0	0	0	5	0	1	1	4	0	17	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	2	0	0	520	1	2	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	3	0	0	4	0	0	0	2	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-28;Dino-Group-II-Clade-28 X;Dino-Group-II-Clade-28 X sp.
SWARM_3836	4	32	0	0	2	0	0	0	0	0	0	0	16	8	0	0	7	0	0	0	0	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	3	0	0	0	0	9	0	0	0	0	2	25	0	0	0	23	3	0	0	1	0	0	0	0	15	0	6	12	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Glissomonadida
SWARM_1670	0	0	0	0	15	6	2	11	11	3	2	0	0	0	0	6	62	23	2	33	2	0	0	0	0	0	22	7	0	16	0	2	0	5	0	2	0	0	0	20	25	12	9	13	0	0	0	0	0	83	13	7	1	1	0	0	0	0	0	0	62	9	8	5	3	3	9	0	0	3	0	0	0	0	15	54	25	18	0	0	0	0	0	4	38	18	0	41	24	0	0	5	0	0	4	6	5	8	8	0	1	0	0	0	0	0	0	0	1	7	0	0	0	1	58	11	3	3	0	1	2	0	0	0	0	0	4	19	5	4	2	0	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae X;Chrysophyceae Clade-I
SWARM_2499	0	0	0	0	0	1	0	1	4	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	5	0	2	2	0	6	6	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	14	9	3	3	0	6	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	5	0	0	0	3	0	0	1	2	2	0	0	8	79	0	0	0	0	0	4	0	0	0	0	135	0	0	4	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	6	5	0	0	3	0	0	0	0	0	0	0	0	0	4	0	2	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II
SWARM_1776	0	0	0	2	0	0	0	19	59	0	2	0	0	1	0	0	0	0	0	7	18	0	18	0	0	0	0	0	0	0	5	0	13	17	0	0	0	0	0	0	1	3	25	10	0	0	0	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	68	0	2	4	1	0	0	0	0	20	4	12	60	5	0	5	0	0	0	0	0	0	35	61	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	129	22	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	32	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1 X;Dino-Group-II-Clade-1 X sp.
SWARM_3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-3;MAST-3E;MAST-3E X;MAST-3E XX
SWARM_1770	4	6	0	0	0	2	8	11	35	8	27	0	20	1	16	3	7	4	3	14	14	0	1	0	0	0	0	26	0	13	5	6	4	10	0	22	0	0	0	0	5	3	9	12	4	0	14	0	0	22	13	15	2	0	0	2	0	0	0	11	4	1	9	13	10	5	0	49	7	8	7	0	6	0	15	0	8	128	4	31	4	33	16	24	10	7	0	25	15	0	0	23	0	10	0	2	18	0	2	3	0	0	0	0	0	0	0	0	9	27	0	2	0	1	2	12	2	1	2	0	1	5	0	0	1	6	0	6	0	5	4	7	Main genome;Eukaryota;SAR;Stramenopiles;Sagenista;MAST-8;MAST-8D;MAST-8D X;MAST-8D XX
SWARM_1771	4	18	0	0	0	0	0	0	0	0	0	0	41	4	33	0	0	0	0	0	0	0	0	0	0	4	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	4	0	23	0	21	13	0	0	0	0	0	0	0	19	0	34	0	0	0	0	0	0	0	0	0	66	44	26	28	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0	3	0	33	1	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-16;Dino-Group-II-Clade-16 X
SWARM_3	0	136	72	72	1364	11617	11829	7722	4708	3093	267	181	185	897	7274	7958	2841	8378	5081	2594	6072	459	1110	329	1590	590	283	493	4	4540	14579	11562	1247	1439	2185	133	61	225	0	261	14517	5441	6051	7351	88	421	1040	1415	255	664	815	5346	9578	19723	1277	321	34	32	35	186	2130	67	406	5049	11789	9635	10725	5440	825	129	55	13	554	8	9096	24113	11232	6325	2471	332	804	2380	11668	10550	8615	23033	4662	7820	12655	401	372	69	10006	18370	421	464	590	1344	4510	6953	1995	4908	56	33	0	25	0	233	749	7059	502	8	5023	3539	622	831	1633	6385	3468	4604	1547	266	16	57	603	200	51	6646	2048	4235	5349	2283	Main genome;Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus prasinos
SWARM_2080	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	210	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage X
SWARM_244	0	0	0	1	198	73	24	81	275	51	20	16	3	0	16	0	37	174	21	691	9	199	15	13	0	0	6	10	3	235	56	73	33	2776	1	22	0	2	0	5	26	96	18	766	3	23	0	0	0	19	79	199	11	12	5	5	0	0	0	2	15	62	10	32	6	51	80	6	8	79	0	0	2	1	115	88	304	392	1	48	47	1	0	136	13	36	5	228	108	434	11	11	65	0	2	5	1	29	60	10	14	24	37	0	0	0	0	0	24	25	81	4	0	108	29	82	52	3	4	9	5	0	0	1	0	11	19	77	16	14	11	65	Main genome;Eukaryota;Amorphea;Choanoflagellida;Choanoflagellida (phylum);Choanoflagellatea;Acanthoecida;Stephanoecidae Group D;Stephanoecidae Group D X
SWARM_1263	0	0	2	0	259	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	9	60	6	0	0	0	0	0	0	1	0	59	115	0	0	0	0	0	0	0	0	0	0	5	74	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	14	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	14	113	13	1	0	0	0	0	0	0	0	0	0	136	1	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;MAST-3;MAST-3E;MAST-3E X;MAST-3E XX;MAST-3E XX sp.
SWARM_3557	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	47	2	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	1	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Opalozoa;Bicoecea;Bicoecales;Bicoecaceae;Bicosoeca;Bicosoeca vacillans
SWARM_2777	0	0	0	0	4	0	6	5	5	5	2	0	0	0	0	1	0	1	0	8	0	0	1	0	0	0	0	0	0	0	5	5	0	2	0	0	0	0	0	0	0	8	1	6	0	0	0	0	0	0	3	30	15	0	0	0	0	0	0	0	0	0	2	4	5	5	15	4	1	0	0	0	0	0	1	8	18	4	0	8	0	0	0	7	2	2	0	16	9	0	2	0	0	5	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	6	49	10	0	1	5	0	0	0	1	2	0	1	2	3	7	8	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Parmales X;Parmales XX;Parmales XX sp.
SWARM_944	12	66	2	0	0	0	0	1	0	0	0	32	321	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	17	5	0	0	4	0	0	0	0	10	2	77	0	0	0	0	0	0	0	0	218	35	49	0	0	0	0	0	0	0	0	0	0	1	0	59	0	0	0	0	0	0	0	0	0	107	60	0	0	0	0	0	0	0	0	0	30	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	0	1	0	0	0	0	0	68	0	21	0	0	2	0	0	0	0	0	Main genome;Eukaryota;Hacrobia;Haptophyta kingdom incertae sedis;Haptophyta;Haptophyta Clade HAP2;Haptophyta Clade HAP2 X;Haptophyta Clade HAP2 XX;Haptophyta Clade HAP2 XXX
SWARM_1588	0	0	1	0	7	0	5	0	0	0	0	0	0	0	0	2	9	2	0	3	0	0	0	0	0	0	22	3	0	0	1	0	0	0	0	0	0	0	0	2	3	25	4	0	0	5	10	1	0	37	12	0	2	0	0	2	1	2	4	78	146	8	0	1	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	2	15	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22	0	2	35	0	1	0	0	0	1	0	4	0	105	11	36	0	0	1	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1 X;Dino-Group-II-Clade-1 X sp.
SWARM_3927	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Main genome;Eukaryota;SAR;Alveolata;Dinoflagellata;Syndiniales class incertae sedis;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1
SWARM_3250	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	8	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	5	0	2	0	4	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	2	1	0	0	2	6	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	3	0	0	0	0	0	16	0	0	0	0	0	0	0	2	Main genome;Eukaryota;SAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa-lineage X;Protaspa-lineage X sp.
SWARM_2676	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	22	25	2	0	0	0	0	0	0	0	73	24	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	0	0	0	0	Main genome;Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae X;Chrysophyceae Clade-F;Chrysophyceae Clade-F X
SWARM_533	1	0	7	0	8	37	21	222	82	4	1	3	1	1	0	4	8	23	17	12	0	40	0	1	0	0	21	0	3	39	114	137	6	65	0	0	1	0	0	20	14	162	138	28	0	5	7	0	0	0	24	97	172	2	0	1	0	0	0	0	14	3	5	318	9	36	19	1	7	0	0	0	59	2	11	32	215	31	8	2	0	0	0	11	0	19	81	158	51	57	3	3	7	3	0	0	72	18	101	3	5	0	0	0	0	0	0	0	85	4	35	5	0	2	3	32	23	71	6	10	9	1	0	1	0	2	5	9	14	150	21	16	Main genome;Eukaryota;Hacrobia;Picozoa kingdom incertae sedis;Picozoa;Picozoa X;Picozoa XX;Picozoa XXX;Picozoa XXXX;Picozoa XXXX sp.
